data,example,nonexample,unknown
@realDonaldTrump @Aim_Myrka read this:),0,1,0
@BernieSanders thank u,0,1,0
@realDonaldTrump Common core = collective punishment = communism.,0,1,0
"@realDonaldTrump But shouldnt all US kids have a solid strong core education to compete internationally? STEM, science, math, &amp; arts.",0,1,0
@realDonaldTrump @LindaSuhler @megynkelly Agreed. She is blantantly disrespectful to you. She's a lightweight.,1,0,0
"@HillaryClinton 8 minutes ago
Thousands of Cuban Refugees Crossing the Border https://t.co/qB2Ffh5iGV …",0,1,0
@realDonaldTrump @changeisneeded_ buy #Pezce new album -&gt; https://t.co/wGSuwdxlsQ,0,1,0
@realDonaldTrump Good,0,1,0
@realDonaldTrump great idea. Common core is no child with a mind,0,1,0
"@realDonaldTrump well this is why your name is Trump, because you have the Trump card.",0,1,0
@HillaryClinton Wants To Talk To You About Love And Kindness via @BuzzFeedNews. https://t.co/CVCi3Vz6LK https://t.co/cvUQdd6bzd,0,1,0
@BernieSanders https://t.co/UNua7KE57C,0,1,0
"@realDonaldTrump I suspect barely any of your supporters even know what that is.  yet will agree with you, blindly.",1,0,0
@tedcruz - Glen Beck has lost touch with reality! He sounds crazy- if he was a dog he would have foam coming out of his mouth!,1,0,0
@realDonaldTrump https://t.co/zrDO93OUQk,0,1,0
@tedcruz @glennbeck @realDonaldTrump - And when did @glennbeck become a constitutional scholar? Ted Cruz is an idiot for quoting Beck.,1,0,0
@realDonaldTrump @megynkelly,0,1,0
@BernieSanders you will be president your for the people fuck trump gang shit,1,0,0
"@BernieSanders 50,001 if you count Montel Williams",0,1,0
@realDonaldTrump common core makes it more difficult to learn. Education in this country needs help but common core isn't the answer,0,1,0
@realDonaldTrump In what way ?,0,1,0
"@realDonaldTrump Thank God! America has allowed functional illiterates to leave schools, for decades! ""Education"" has ceased to exist...",0,1,0
@realDonaldTrump @Aim_Myrka,0,1,0
"@HillaryClinton except the unborn ,right?!  #WarOnLife #NotReadyForHillary",0,1,0
"@HillaryClinton 8 minutes ago
Thousands of Cuban Refugees Crossing the Border https://t.co/qB2Ffh5iGV …",0,1,0
"@realDonaldTrump No, a Trump presidency would be a disaster!",1,0,0
@tedcruz @glennbeck @realDonaldTrump I for one agree with Glenn Beck! Nothing is more important than the CONSTITUTION,0,1,0
"@realDonaldTrump Correction, IT IS unbearable to watch her show! #Trump2016  https://t.co/me8zolKLsC",0,1,0
@JebBush I. The goal of the radical islamic terrorism. Terrorism is not new. But the Lethal approach and Metro-centric terror Initiatives,0,1,0
@HillaryClinton  https://t.co/VRKatZVSFt,0,1,0
"@realDonaldTrump afraid of @megynkelly ? She might ""have blood coming out of whatever"" again. #douchebagforpresident",2,0,0
@tedcruz @tedcruz45  ok except it must include the statement as to the reason why Trump ended up saying that the people of Iowa were stupid.,2,0,0
@realDonaldTrump WIN WIN WIN WIN PLEASE!! Trump16,0,2,0
@realDonaldTrump https://t.co/yhQbfJxZk3,0,2,0
@realDonaldTrump @BornToBeGOP @megynkelly you have the right to decline a/t off policy the ppl know its bias attacks she is bias every show!,1,1,0
"@tedcruz @glennbeck @realDonaldTrump we've already been burned twice, no thanks #Trump2016 #MakeAmericaGreatAgain https://t.co/ovE9AodsX2",0,2,0
@realDonaldTrump 👍👍🇺🇸🇺🇸🇺🇸🇺🇸,0,2,0
@BernieSanders if you see it like that... there's a whole army on the streets.. we should be affraid.,0,2,0
@realDonaldTrump yes thank you.,0,2,0
"@realDonaldTrump common core is the dumbest thing I've ever seen, besides Hilary voters.",0,2,0
"@tedcruz says: ""Common law abroad supreme to Constitutional and positive law of America. Accordingly, native-born. https://t.co/wHDADXZG8L",0,2,0
@realDonaldTrump @meganyahn - he may have just swayed me.,0,2,0
@realDonaldTrump  Sec of Education ArneDuncan wants boarding houses 2 have ur kids 24/7.. #Indoctrination,0,2,0
@JebBush  and Programs of the radical islamic terrorism is new. And their goal is to destroy our western civilization.Their goal is destroy,0,2,0
@BernieSanders https://t.co/KRpToB9vQE,0,2,0
@HillaryClinton if you end up in prison does your secret service detail have to go to prison as well? #ThingsToPonder #felon,2,0,0
@HillaryClinton an yet you call us Republicans your #1 enemy such BS heres what happens when Dems are in charge https://t.co/KSQnO2DqxC,1,1,0
@realDonaldTrump Running as a #Dem https://t.co/ooAL7Snu0g #NHPolitics #FITN #IACaucus,0,2,0
@realDonaldTrump @tedcruz @marcorubio @RealBenCarson Cruz warns pastors about Trump - Fake Religious tone https://t.co/eQJSL2o37E,2,0,0
@realDonaldTrump Would love to see more of the Networks show the massive crowds that Trump draws.  They just won't show them!,0,2,0
"@BernieSanders You're not trying to Jew us over, are you, Bernie? https://t.co/qzteO4d2Uf",1,0,0
"@realDonaldTrump @JackBurtonReflx @jdenino1 @DavidWohl @ss 
Boycott FOX then",0,1,0
@realDonaldTrump  where are your ads. Waiting. All we see are Cruz Ads.,0,1,0
@realDonaldTrump Will u sign a binding contract with America to follow through on your promises?,0,1,0
"@HillaryClinton 8 minutes ago
Thousands of Cuban Refugees Crossing the Border https://t.co/qB2Ffh5iGV …",0,1,0
"@realDonaldTrump Sir, you withstand the barrage frm th liars,haters, like th champion that you ar. Still,to see these attacks is infuriating",0,1,0
@realDonaldTrump Getting ready to knock on doors in February to spread your vision &amp; hope to #MakeAmericaGreatAgain https://t.co/crzmsTzX0d,0,1,0
@JebBush  democracy. Their goal is to affect urbanization and the current century of urbanization. Their goal is to affect the current,0,1,0
@HillaryClinton  https://t.co/W09eFKp4AB,0,1,0
@realDonaldTrump common core is just about the money and not education! You are right!,0,1,0
"@BernieSanders ... As a Veteran as well, this really gets under my skin. The whole ""Support Our Troops"" rings hollow as a political point",0,1,0
"@realDonaldTrump @Trump_Supporter @laurencristmann @Sharp_Trident @megynkelly Obama and his Muslim brotherhood has set up NWO, NAU. Very bad",1,0,0
@realDonaldTrump Well that video was nothing but sound bites.,0,1,0
@BernieSanders Federal housing for veterans!!,0,1,0
@realDonaldTrump @AynsFriend @bobvanderplaats @CNN @ChrisCuomo 👍🇺🇸,0,1,0
@realDonaldTrump that's good. With what will you replace it with?,0,1,0
@realDonaldTrump been a boon for indoctrinating future idiots for the libs,1,0,0
@JebBush  Global value chains revolution and trade and prosperity age throughout macroeconomic and geopolitic instability. Their goal is to,0,1,0
"@realDonaldTrump  Can you be more specific, what in Common Core is troubling to you or doesn't seem to be working?",0,1,0
@tedcruz Throwing away all New York voters. Not too smart. Which is the next city you'll offend Rafael?,1,0,0
"@tedcruz @glennbeck @realDonaldTrump I don't trust alcoholics, esp the crying ones. And I don't like gold salesmen, FDR CONFISCATED IT.",1,0,0
@BernieSanders https://t.co/met15ctdmn,0,1,0
@HillaryClinton  https://t.co/TyuGK5wPku,0,1,0
@realDonaldTrump Please do! I can't even help my children and I have a minor in advanced math! #Trump2016,0,1,0
"@realDonaldTrump @megynkelly Oh, boo hoo. Donald is afraid of a woman he can't control.",1,0,0
@HillaryClinton and @realDonaldTrump will get that job done! 🇺🇸,0,1,0
@realDonaldTrump #MakeAmericaBigJoke,0,1,0
"@realDonaldTrump Hey dude, @POTUS already did. https://t.co/M1QTH1oQnG",0,1,0
@realDonaldTrump you were born to be real,0,1,0
"@JebBush move from spiritual genocide to intellectual genocide to economic, social and cultural genocide to civilizational genocide.",1,0,0
@hillaryclinton  https://t.co/DOpLruktkN,0,1,0
@realdonaldtrump PLEASE MAKE $TWTR GREAT AGAIN. IT'S A DESASTER DRIVEN BY LOW ENERGY PEOPLE!,0,1,0
@realDonaldTrump sell out politicians #over it...,0,1,0
@realDonaldTrump you might have benefited from it,0,1,0
@realDonaldTrump I taught my son the correct way and not this ridiculous common core.,0,1,0
@BernieSanders #President2016,0,1,0
@marcorubio this is a good idea butI would before but I want my pension not to be cut 50% that I worked 29 years for  Retiree lives matter!,0,1,0
@realDonaldTrump,0,1,0
@realDonaldTrump @KatrinaPierson @DanScavino @MichaelCohen212 #Trump can use @megynkelly to his advantage. Stay on message &amp; she'll look bad,0,1,0
"@realDonaldTrump If Trump his wants poll numbers to mega sky rocket, he'd announce that he will pardon these folks https://t.co/ztzAcNMdGV",0,1,0
"@realDonaldTrump common core is the reason why our kids are failing, I'm glad you are gonna get rid of it when you become President.",0,1,0
"@realDonaldTrump thank you for being you and staying real to who u are. People may not agree with it,but I'd like a truthful Pres. For once!",0,1,0
"@realDonaldTrump beat hillary, please!",0,1,0
@BernieSanders the cost of war doesn't end until every vet receives best health care https://t.co/DW1AQlOCsf https://t.co/Tggq33xYcU,0,1,0
@realDonaldTrump @Italians4Trump @Sharp_Trident @megynkelly Puppet narrating a script to condition  conservatives to be homo islamo commies,0,1,0
@BernieSanders What about those of us who have already graduated college with over $100k of student loan debt? Any plans to help us?,0,1,0
@realDonaldTrump @Belizediver88 @CNNSitRoom @CNN @megynkelly would love to test this hypothesis.,0,1,0
@JebBush Their goal is to create the condition of the global crash (global chaotic situation) in order to favor the emergence of,0,1,0
@tedcruz @glennbeck @megynkelly Trump haters &amp; sore losers #Trump2016 @realDonaldTrump #MAGA,0,1,0
@BernieSanders what about the refugees??😢,0,1,0
@realDonaldTrump @marcorubio @tedcruz @RealBenCarson Trump: Cruz 'looks like a jerk' - Donald'S nervous https://t.co/yfEalRjwaZ,1,0,0
@realDonaldTrump literally the only good idea you have.,0,1,0
"@realDonaldTrump I hope u know donald, how much patriotism u have inspired around the usa. Dems and reps alike. U have united the usa!",0,1,0
@realDonaldTrump  https://t.co/grdKfTFxPR,0,1,0
"@realDonaldTrump We have to wonder what ppl have been doing whilst attending classes FOR YEARS &amp; cannot READ, SPEAK COHERENTLY, or SPELL!",0,1,0
@JebBush New world's order so called khalifa. II. What are their stratégies and Tools and methodologies,0,1,0
@realDonaldTrump @puttster71 @bobvanderplaats truuuuuu,0,1,0
@HillaryClinton @POTUS lying cunt. Both of you. https://t.co/xKY0b1CcJV,1,0,0
@tedcruz @glennbeck @realDonaldTrump  Cruz reads the constitution of US well for a Canadian,1,0,0
@ChrisChristie CHRISTIE MR PRO QURAN -ANTI WEAPON REPUBLICAN ---NEW HAMPSHIRE WAKE THE F UP !!!!! https://t.co/PI85FLrSmZ,1,0,0
"@tedcruz @glennbeck @megynkelly Listen Megyn, its about the Constitution. What else should there be in the USA. https://t.co/i3BEUP5XuX",0,1,0
@tedcruz @glennbeck @realDonaldTrump Glenn Beck is not horrible. Cruz is his choice so be it! Why do folks need to be nasty support ur fav,0,1,0
@realDonaldTrump @bclark02,0,1,0
@realDonaldTrump τη θα κανεις με το καλαζνικοφ ποθ σοθ ειπα καντο θαχει πλακα,0,0,1
@BernieSanders Perhaps we should stop the refugee program. #priorities,0,1,0
"@realDonaldTrump @JackBurtonReflx @jdenino1 @DavidWohl @ss 
WE ARE ALL PROUD OF YOU DONALD....OH YES WE ARE!",0,1,0
@HillaryClinton the other side? Your enemy? The Americans that disagree with you on your lack of ethics and morals.,1,0,0
@tedcruz could kick @realDonaldTrump's butt in the middle of 5th Ave &amp; not lose any supporters :-) #Cruz2016 #CruzCrew #tcot #ccot @iTalkUS,0,1,0
"@realDonaldTrump @Belizediver88 @CNNSitRoom @CNN @megynkelly you wish, loser. Can't handle a journalist, but want to lead the country 💩",1,0,0
"@realDonaldTrump NY values, means we respect the diversity of people thats what makes America great, not amerikkka!",0,1,0
"@realDonaldTrump You said recently you'd keep the DOE, what's your solution to get rid of common core?",0,1,0
@HillaryClinton https://t.co/rSMDunTnCY,0,1,0
@realDonaldTrump https://t.co/4ThRdQXj4s,0,1,0
"@BernieSanders More than two-thirds of the homeless population in America is male. Tell me a little bit more about this ""war on women"".",0,1,0
@realDonaldTrump  Awesome Trump song. Listen to this and be Trumpified. #TrumpsGotMyVote #MakeAmericaGreatAgain  https://t.co/ObtmQcUpz4,0,1,0
@realDonaldTrump Give Education back to State and Local School District. We know what's best and makes sense for our children.,0,1,0
"@BernieSanders, can't wait to meet you today. Let's bring real change to the American government.",0,1,0
@realDonaldTrump get rid of common core math.. I don't even know what the hell my son is bringing home. #MakeMathGreatAgain,0,1,0
@realDonaldTrump see this... I agree witj,0,1,0
@tedcruz is a scum.,1,0,0
@realDonaldTrump Muslims are not the enemies. Authoritarian fascists are.,1,0,0
@HillaryClinton your choices have all been short sighted and intended to benefit you regardless of the cost to others.. .. @BernieSanders,1,0,0
@realdonaldtrump what will u do with the cocksuckers in wallstreet pulling the strings?,0,1,0
@BernieSanders FUCKIN' A!     Speak truth to power!,0,1,0
"@tedcruz Nice Tweet theft, dude

https://t.co/uMldHRp7vd",0,1,0
@realDonaldTrump It is a disaster!! #Trump2016,0,1,0
"@realDonaldTrump Planned Parenthood whistlerblowers indicted, yet Paul Ryan Congress rinos fully fund PP.. is that Conservative?? @PRyan LOL",0,0,1
"@BernieSanders 
Consistent with our tradition of how we treat veterans. We, as a people, can change that, by ignoring this #demagogue .",0,1,0
@BernieSanders is our redemption for American presidency and our hope to get America on its feet again👍👍👍 #BernieSanders #FeelTheBern,0,1,0
@tedcruz @glennbeck @realDonaldTrump #Trump can't work as he doesn't respect the #Constitution &amp; often says how he'd violate it #DumpTrump,1,0,0
"@realDonaldTrump Thank you! I want my son to be taught like I was in school, like you were. Not like the government thinks he should.",0,1,0
"@BernieSanders + Jane Sanders on Showtime's ""The Circus"" - YT
#Bernie2016  #FeelTheBERN  #WeAreBernie
https://t.co/LOdXyiT25m",0,1,0
"@tedcruz @glennbeck @realDonaldTrump So, the fate of constitutional govt rests solely in the hands of one individual? Who decided that?",0,1,0
@realDonaldTrump @DRUDGE_REPORT @BreitbartNews @Morning_Joe @megynkelly @seanhannity Islam: 9 yr old girl is legal: https://t.co/qpTMOHdm2w,0,1,0
@BernieSanders Bernie I will explain the difference between you Hillary and God,1,0,0
"@realDonaldTrump Is Trump now inevitable? Has the mainstream GOP, not wanting @SenTedCruz, bowed to the polls and accepted Trump?",0,1,0
"@realDonaldTrump  ATTENTION  ""PRES-TRUMP"" = PLEZZZZZ SEND TRUMP-BUSES AROUND IOWA 2 TAKE THEM 2 VOTE - MORE WILL GO IF THEY HAVE A RIDE-:-))",0,1,0
@realDonaldTrump @laurencristmann @Sharp_Trident @megynkelly AMERICANS stand strong NO more Kelly ! Don't back down she insults the USA !,1,0,0
"@realDonaldTrump @puttster71 @bobvanderplaats go trump, he is the only one to fix things.",0,1,0
@realDonaldTrump Amen. Common core is a disaster.,0,1,0
@realDonaldTrump ONE &amp; ONLY THING I Agree with you on,0,1,0
"@realDonaldTrump but Bush loves common core, it must be good (sarcasm intended)",1,0,0
"@BernieSanders @HillaryClinton @POTUS
.
All poverty is a disgrace.

Desperate kids pick our coffee
and sew our clothes.
Wall Street Profits.",0,1,0
@HillaryClinton #America can't afford a third term of #Obama. #NotReadyForHillary,1,0,0
"@realDonaldTrump @laurencristmann @Sharp_Trident @megynkelly #DonaldTrump is a cry baby, but that's ok he has mama #SarahPalin 2 console him",1,0,0
"@realDonaldTrump @Belizediver88 @CNNSitRoom @CNN @megynkelly Fox news is wrong here she dogs you almost every show,has others more qualified",0,0,1
@realDonaldTrump For once I wholeheartedly agree.,0,1,0
@tedcruz @glennbeck @realDonaldTrump The New Left cronies Trumps posing as a Consr They use the same tactics of character assassinations,0,0,1
@realDonaldTrump Donald I think if we want our military strong we need to hire more idealists and inventors. In Star Wars Attack of the,0,1,0
@marcorubio https://t.co/ML97dzlHEY,0,1,0
@tedcruz @glennbeck @realDonaldTrump the rest of the country doesn't share your 1950's evangelical insane and outdated views and values.,1,0,0
"@BernieSanders thanks for shedding light on the plight of our 50,000 homeless veterans on any given night. It IS a shame. #WeAreBernie",0,1,0
